Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,SourcePDF,totalSeasons
Serenity,2005,PG-13,30 Sep 2005,119 min,"Action, Adventure, Sci-Fi",Joss Whedon,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor","Serenity continues the story of the TV series it was based upon (""Firefly""). River Tam had a secret - one in which she's not even aware - so dangerous, no one's safe, as an Alliance operative's sent to capture her, and all others are considered irrelevant to his job.","English, Mandarin",United States,9 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZWYwN2M1NWItMWI0YS00ZmJjLTk1Y2QtZjIxYmNhNGZkZDcwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.8,"314,280",tt0379786,movie,N/A,"$25,514,517",N/A,N/A,True,CINE.pdf,
Seven Samurai,1954,Not Rated,19 Nov 1956,207 min,"Action, Drama",Akira Kurosawa,"Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni","Toshirô Mifune, Takashi Shimura, Keiko Tsushima","A veteran samurai, who has fallen on hard times, answers a village's request for protection from bandits. He gathers 6 other samurai to help him, and they teach the townspeople how to defend themselves, and they supply the samurai with three small meals a day. The film culminates in a giant battle when 40 bandits attack the village.",Japanese,Japan,Nominated for 2 Oscars. 5 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZjliMWExOTMtZDQ3ZS00NWU3LWIyN2EtMjllNzk3ZTNlYzg4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",98,8.6,"397,770",tt0047478,movie,N/A,"$820,278",N/A,N/A,True,CINE.pdf,
Shaft,2000,R,16 Jun 2000,99 min,"Action, Crime, Thriller",John Singleton,"Ernest Tidyman, John Singleton, Shane Salerno","Samuel L. Jackson, Vanessa Williams, Christian Bale","New York Police Detective John Shaft is the lead detective on a sensitive case, a young black man is severely beaten. The man's companions tell Shaft that their friend humiliated the one who was spouting racial slurs at him. Shaft confronts him and he says he's Walter Wade Jr. , the son of a wealthy man. Shaft finds that he has the ID of a woman who's a waitress at the bar where Wade and the guy who was attacked were. When Wade continues to hurl racist comments, Shaft smacks him. Shaft later learns because of his actions Wade was granted bail and fled. Two years later, Wade returns and Shaft arrests him. At his hearing when the judge grants him bail, that's when Shaft throws his badge at the judge. He then sets out to get Wade by finding the waitress. Wade in the meantime asks a drug dealer named Peoples Hernandez to find the waitress and make sure she doesn't talk.","English, German, Spanish","Germany, United States",2 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BNThjNDFiMmUtYmY1Ni00YzQyLTk5ZDAtMDdiZmM2MGRkYTY2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.0,"84,415",tt0162650,movie,N/A,"$70,334,258",N/A,N/A,True,CINE.pdf,
Mañana es para siempre,2008–2009,N/A,20 Oct 2008,45 min,"Drama, Romance",N/A,N/A,"Lucero, Fernando Colunga, Sergio Sendel","After the Rebeca (Barbara) catches innocent Eduardo kissing his first love Fernanda, she sends him to a far away land. Years pass and tragedy brings him back, vengeance fills his heart towards the Elizaldo family. And the series unfolds as he developed a secret identity in order to gain his revenge.",Spanish,Mexico,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BOTUwOWYxNjItOWJhYS00ODdhLWI2ZTQtOTQyYTE3MGZlZGI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,661,tt1316004,series,,,,,True,CINE.pdf,1
Siempre hay una primera vez,1971,N/A,25 Feb 1971,95 min,Drama,"José Estrada, Guillermo Murray, Mauricio Walerstein","José Estrada, Carlos Lozano Dana, Gonzalo Martínez Ortega","Ana Martín, Octavio Galindo, Ernesto Gómez Cruz","Three stories about women from different social classes, in which they face their first sexual experience in two stories that, by addressing the issue of losing their virginity without marriage, reveal the convictions and prejudic...",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BZDUwMzZmMzAtMzM1My00ZTIyLWJkZmYtMmI2NjYyMDJjZGZkXkEyXkFqcGdeQXVyNjc0NzQ3OTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,30,tt0064980,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Si Señor Si Señor,2018,N/A,02 Feb 2018,N/A,Drama,Valentin Trujillo Jr.,N/A,"Estrella Almada Cervantes, Valentin Trujillo Jr., Jaime Manzo",N/A,Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BOTg4ZjcyNDUtZGMzMi00MGFmLWI1YWUtMjg1OTJjNjc1ZTczXkEyXkFqcGdeQXVyNzEyODA4NTc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt11279686,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Simbad el Mareado,1950,N/A,14 Oct 1950,96 min,"Comedy, Fantasy",Gilberto Martínez Solares,"Juan García, Gilberto Martínez Solares","Germán Valdés, Marcelo Chávez, Famie Kaufman","Simbad was a little disappointing, though I thoroughly enjoyed it once it got going and I resigned myself to the fact that the hero was a pescador (fisherman) rather than a mareado (sailor) and that he was not about to set out on any long voyages let alone battle any fabled beasts. Mind you, the story often borders on fantasy, especially in a marvelous sequence in which the hero contrives to blow himself away with dynamite, and lets itself go altogether in a crazy, musical melange of an Arabian Nights dream.Tin-Tan is a clever comedian and Solares a gifted writer/director but a lot of time was spent setting the scene. Solares seemed to feel that latecomers might have trouble following the plot, so Tin-Tan kept up a constant chatter for the first half-hour until the last late-comer was seated and then the movie finally moved ahead, though in a different direction. The first 30 minutes had Tin-Tan deserting his faithful Mexican girlfriend, Thelma Ferrino (a lovely girl, making both her film debut and last movie appearance here), in favor of a more mature American tourist, blonde Jacqueline Evans. But when the movie finally set sail, all this material was jettisoned and Jacqueline Evans was virtually dropped from the plot, whilst a new character, an officious policeman called Juanito (who actually came on the scene almost right after the credits), was hilariously re-introduced, enabling Simbad to innocently tango with a group of gangsters operating under the cover of a drawing school (in which Miss Evans is enrolled, though she is no longer either the main or secondary protagonist)! This leads to some very funny sequences involving the gangly, loose-limbed ""Vitola"" and José René Ruiz's delightfully vicious dwarf. Adding to the fast-paced and highly athletic action and comedy, are a succession of delightful musical turns, including the foot-tapping dream sequence of course with Simbad dancing and singing through an Arabian night! Tin-Tan is an excellent singer (a pleasing tenor voice) and a very accomplished choreographer. He staged all the songs and dances in the movie including an absolutely stand-out rendition by the provocative ""Dolly Sisters"". They were wonderful! (Not the sisters that Betty Grable and June Haver portrayed in the 1945 Hollywood movie, of course, but pretty fair imitators)!Aside from some obvious studio inserts, production credits, led by Solares' skillful direction (which makes imaginative use of real locations in Acapulco) and Herrera's attractive photography, are commendably ""A"" plus. Available on DVD through Laguna Films. Quality rating: Ten out of ten.",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNGUzYjc1MTItYzE2Mi00MWEzLTkwYmItMDRhM2U5YmFiMzk1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,123,tt0042968,movie,06 Apr 2004,N/A,N/A,N/A,True,CINE.pdf,
Sin dejar huella,2000,N/A,23 Mar 2001,109 min,Drama,María Novaro,María Novaro,"Aitana Sánchez-Gijón, Tiaré Scanda, Jesús Ochoa","Aurelia, a Norteña who's a high-school dropout with two sons, ditches her life as a sweatshop seamstress by stealing her boyfriend's dope, selling it, and heading for Cancún in her station wagon. At a truck stop, she's approached by Marilú, who deals in Mayan art forgeries, speaks with a Castilian accent, and wears Gucci. Marilú's also on the lamb, trying to avoid prison and escape a corrupt federal investigator. On the road, it's soon apparent they're being followed, but by whom? At least six people are in pursuit of the women. Can the women trust each other enough to work as a team; is there honor among thieves?",Spanish,"Spain, Mexico",5 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjQzOTUyNzgzNF5BMl5BanBnXkFtZTcwNTU4OTQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",N/A,6.7,450,tt0216990,movie,03 Feb 2004,N/A,N/A,N/A,True,CINE.pdf,
Interior Sin descanso Emergiendo,2003,N/A,22 Oct 2003,15 min,N/A,Tomás Larrinaga,N/A,José Campitelli,N/A,None,Argentina,N/A,https://m.media-amazon.com/images/M/MV5BZjJkNDEwOTUtYzg0NC00NTZkLTg4Y2ItOWZiOWI1NWI2ZmRmXkEyXkFqcGdeQXVyODg2OTA1ODM@._V1_SX300.jpg,[],N/A,N/A,N/A,tt8515342,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
HÉROES (Sin Escape),2023,N/A,07 Sep 2023,90 min,Action,Ricardo Arnaiz,Ricardo Arnaiz,"Silverio Palacios, Gerardo Taracena, Mario Iván Martínez",Follows a group of students of a military school as they suffer an invasion during the Mexican-American War.,"Spanish, English",Mexico,3 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BOTgzNjJhNjUtZjVlYy00ZTBjLTg0NzMtMmUzMTExYzQ4Njc5XkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,13,tt26929388,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Sin reservas,2008–,N/A,07 Jan 2008,N/A,Talk-Show,N/A,N/A,"Daniel Habif, Mauricio Basualto, Los Bunkers",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt1290337,series,,,,,True,CINE.pdf,N/A
Sin tregua,1969,N/A,N/A,10 min,"Documentary, Short",Simón Feldman,N/A,N/A,N/A,Spanish,Argentina,N/A,N/A,[],N/A,N/A,N/A,tt32109986,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Sirenas,1995,N/A,15 Jul 1995,15 min,"Short, Drama",Fernando León de Aranoa,Fernando León de Aranoa,"José Yepes, Concha Gómez Conde, Daniel Guzmán",N/A,Spanish,Spain,N/A,https://m.media-amazon.com/images/M/MV5BNWM0NDQxMDgtODI5Zi00YzFmLTkyYjYtN2FlMGU1MWQ2MzhhXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,39,tt0425456,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Sobreviviente,2003,N/A,02 Dec 2003,70 min,Drama,Jesús Magaña Vázquez,Jesús Magaña Vázquez,"Humberto Busto, Daniela Schmidt, Mario Zaragoza","A stylized look at the life of a Mexican urban youngster, Tonatiuh (Busto), who, despite living in the largest city of the world, feels as lonely and desperate as ever.",Spanish,Mexico,1 nomination total,https://m.media-amazon.com/images/M/MV5BZjNhYzU0MWMtMWFlNC00ODdlLWIwOWUtMzliMjQ3MjBhOGRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,13,tt0410632,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Shutter Island,2010,R,19 Feb 2010,138 min,"Drama, Mystery, Thriller",Martin Scorsese,"Laeta Kalogridis, Dennis Lehane","Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo","In 1954, up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston's Shutter Island Ashecliffe Hospital. He's been pushing for an assignment on the island for personal reasons, but before long he thinks he's been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy's shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.","English, German","Canada, United States",11 wins & 66 nominations total,https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,8.2,"1,629,567",tt1130884,movie,N/A,"$128,012,934",N/A,N/A,True,CINE.pdf,
Solas,1999,R,05 Mar 1999,101 min,Drama,Benito Zambrano,Benito Zambrano,"María Galiana, Ana Fernández, Carlos Álvarez-Nóvoa","Maria, whose parents live in the country, cannot stand her father's authoritarian ways and moves to the city. She finds a job as a cleaner and tries to survive in a wretched apartment in the shabby part of a big city. She is pregnant, and the fact that her boyfriend has abandoned her does not help matters. When her father goes to the hospital for an operation, her mother comes to stay with her. Her neighbor, an old recluse whose only friend is his dog, begins to come out of his shell and these three lost souls try to give each other the strength to start over.",Spanish,"Spain, Canada",48 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNzRiNTQwMjYtYzI0ZS00NzQ5LWJjZGUtMDQ0YWZkZDBmNzhhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.5,"3,944",tt0190798,movie,N/A,"$277,596",N/A,N/A,True,CINE.pdf,
Making 'Sólo con tu pareja',2006,N/A,17 Oct 2006,29 min,"Documentary, Short",N/A,N/A,"Alfonso Cuarón, Carlos Cuarón, Daniel Giménez Cacho",N/A,"English, Spanish","USA, Mexico",N/A,https://m.media-amazon.com/images/M/MV5BMTMxYjQ5OTgtMjU1ZC00MzQzLTkwNGEtODcwOWVkNDlhYTZmXkEyXkFqcGdeQXVyMzI5NjUyMDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,19,tt0896833,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
Sonny,2002,R,21 Mar 2003,110 min,"Crime, Drama",Nicolas Cage,John Carlen,"James Franco, Brenda Blethyn, Mena Suvari","1981: Sonny is the son of Jewel who runs a small brothel in New Orleans. He returns home from the army, staying with his mother while waiting to start the job an army buddy of his promised him. Jewel tries to convince him to come back to working for her as he had before the army, saying many of his old clients still miss him and he was the best gigolo she had ever had. He repeatedly turns her down, wanting to leave that life behind. However, the job he was promised never materializes and he is forced to return to working for his mother. Jewel had recently recruited a new girl to the brothel, Carol, who meets him and falls in love with him. They talk of getting out together. One of Carol's clients, an older man, proposes to her. She initially declines, hoping to go away with Sonny. She and Sonny fall out as he fails to make an effort to get out of the business, instead becoming increasingly introverted and depressed, with occasional outbursts as he looks for more work. Ultimately, Carol accepts the marriage proposal.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTY2MzUzMDU3Nl5BMl5BanBnXkFtZTcwNzQ1MTAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.6,"4,770",tt0305973,movie,N/A,"$30,005",N/A,N/A,True,CINE.pdf,
Sonata de otoño,1966–,N/A,N/A,N/A,"Drama, Romance",N/A,N/A,"Prudencia Grifell, Carlos Navarro, Maruja Grifell, Angelines Fernández",N/A,Spanish,Mexico,N/A,N/A,[],N/A,N/A,N/A,tt0328794,series,,,,,True,CINE.pdf,N/A
South Park,1997–,TV-MA,13 Aug 1997,22 min,"Animation, Comedy",N/A,"Trey Parker, Matt Stone, Brian Graden","Trey Parker, Matt Stone, Isaac Hayes","The curious, adventure-seeking, fourth grade group of 10 year old boys, Stan, Kyle, Cartman, and Kenny, all join in in buffoonish adventures that sometimes evolve nothing. Sometimes something that was simple at the start, turns out to get out of control. Everything is odd in the small mountain town, South Park, and the boys always find something to do with it.",English,United States,Won 5 Primetime Emmys. 21 wins & 96 nominations total,https://m.media-amazon.com/images/M/MV5BNTBlMzA3ZTUtODZjNi00NTM0LWExMjMtNjJhYzA3YTkwMWYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"441,099",tt0121955,series,,,,,True,CINE.pdf,28
Soy leyenda,1967,N/A,N/A,36 min,"Short, Horror",Mario Gómez Martín,"Alfonso Núñez Flores, Mario Gómez Martín, Richard Matheson","Moisés Menéndez, Elisa Ramírez, José María Resel","First the atomic war broke out, new machines were made, dead birds appeared. In 1999 a biological warfare broke out, there were sandstorms and giant locust infestations; the human tissue was transformed and a new being, once legendary, now real, emerged: the vampire. Only Robert Neville, the last man on Earth, remains unpolluted, living in a constant struggle with the new inhabitants of the planet...",N/A,Spain,N/A,https://m.media-amazon.com/images/M/MV5BMmYyYzM3OWQtMzVhYS00MjMzLTk3ODUtMzk1OGI0NjRkZjg0XkEyXkFqcGdeQXVyNjQ5MDA3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,100,tt0149027,movie,N/A,N/A,N/A,N/A,True,CINE.pdf,
